-24.56	-23.46	23.09
-26.96	-21.44	22.82
-28.15	-19.78	23.18
-29.16	-17.76	23.46
-30.08	-17.30	23.00
-29.90	-18.03	22.54
-29.90	-19.87	21.07
-30.54	-21.99	18.31
-31.56	-22.26	16.56
-32.75	-21.62	15.36
-32.48	-22.26	14.81
-32.29	-22.45	14.63
-31.83	-23.46	14.35
-32.02	-23.18	14.35
-32.66	-22.08	14.17
-33.67	-21.16	13.89
-34.13	-20.24	14.17
-34.41	-19.50	14.72
-34.50	-18.86	14.81
-34.78	-18.49	15.09
-35.24	-18.12	14.44
-35.70	-17.57	13.98
-36.80	-16.47	12.88
-37.35	-16.38	11.32
-37.63	-16.56	10.58
-37.81	-16.65	10.03
-38.00	-16.93	8.92
-38.00	-17.39	7.73
-38.00	-17.48	6.81
-38.18	-17.48	6.44
-38.18	-17.66	6.07
-38.09	-18.03	5.61
-37.81	-18.77	5.61
-37.63	-19.04	5.70
-38.27	-18.12	6.26
-38.46	-17.30	6.44
-38.46	-17.11	7.45
-38.09	-17.57	8.46
-37.90	-17.02	10.40
-37.81	-15.73	12.60
-37.44	-14.35	14.81
-37.44	-12.24	17.02
-37.26	-9.94	18.77
-37.17	-7.18	20.33
-37.08	-4.05	22.17
-36.98	-1.29	22.91
-37.26	2.58	23.55
-37.72	6.07	23.55
-38.27	7.73	22.72
-38.55	9.11	22.45
-38.92	10.67	22.17
-39.28	11.96	21.44
-39.19	13.06	21.62
-38.82	13.06	22.26
-39.01	13.43	21.53
-39.10	13.52	21.71
-38.73	13.71	22.36
-40.11	13.62	20.42
-41.12	13.62	20.42
-41.12	13.34	18.86
-42.04	11.96	17.30
-42.69	11.04	16.10
-43.33	12.79	14.44
-43.61	13.34	13.89
-43.33	13.98	13.98
-43.24	14.54	14.26
-43.24	16.65	13.34
-43.15	19.14	12.79
-43.15	21.07	11.04
-43.61	21.53	9.38
-43.61	23.00	8.10
-43.70	23.18	7.36
-44.16	22.45	5.34
-44.16	23.28	3.22
-44.53	22.63	0.92
-44.53	21.07	-1.93
-44.44	20.52	-3.40
-44.44	20.52	-4.05
-44.16	20.52	-5.06
-43.79	20.42	-6.16
-43.61	20.61	-7.18
-43.33	19.87	-8.65
-42.50	20.88	-10.67
-42.23	19.23	-11.96
-41.95	15.92	-13.52
-41.31	11.50	-15.36
-41.12	5.52	-15.36
-40.66	-0.18	-14.63
-39.93	-5.34	-13.52
-39.65	-8.56	-11.41
-39.56	-10.30	-10.40
-39.10	-10.49	-11.13
-39.47	-9.75	-11.13
-39.74	-9.84	-10.12
-40.66	-9.20	-8.83
-41.12	-8.56	-8.37
-41.12	-8.10	-8.74
-40.66	-8.10	-9.57
-40.85	-8.37	-9.20
-40.85	-8.83	-8.74
-41.22	-8.65	-8.10
-41.40	-8.19	-7.91
-42.41	-8.00	-5.06
-42.96	-7.18	-2.21
-43.24	-6.99	-0.92
-42.78	-8.19	-0.74
-41.77	-11.13	1.47
-40.76	-13.06	3.96
-40.02	-14.26	5.70
-39.10	-15.82	6.16
-39.56	-15.36	4.51
-39.84	-15.09	3.59
-39.74	-15.18	3.68
-39.38	-15.92	3.86
-39.01	-16.38	4.78
-38.82	-16.28	5.70
-38.92	-16.10	5.70
-39.01	-15.64	5.98
-39.10	-15.09	6.16
-39.47	-14.26	5.98
-39.19	-14.44	6.62
-39.10	-14.44	6.72
-39.10	-14.63	6.72
-38.64	-14.54	8.65
-36.98	-15.00	13.16
-34.78	-15.18	17.11
-32.57	-15.18	20.42
-30.08	-14.63	23.64
-28.15	-13.52	26.22
-26.31	-11.50	28.80
-23.28	-8.28	32.20
-19.32	-3.50	35.51
-15.55	-0.46	37.81
-11.78	0.83	39.28
-9.38	0.55	40.30
-7.45	-1.10	40.39
-5.06	-2.39	40.94
-2.21	-2.48	41.49
0.83	-2.85	41.95
0.09	-2.39	41.95
-1.01	-0.18	42.04
-0.92	-0.28	41.86
-3.40	-0.37	41.58
-2.48	-1.38	41.58
-1.75	-2.39	41.40
-4.42	-4.14	40.57
-9.66	-7.91	38.36
-16.28	-10.21	35.05
-20.52	-13.52	31.65
-23.74	-16.56	27.78
-26.77	-18.49	24.01
-27.69	-18.40	23.37
-27.23	-18.12	24.01
-28.24	-18.77	22.26
-30.18	-19.69	19.04
-31.83	-19.87	16.84
-31.74	-19.50	17.39
-30.73	-17.94	20.52
-27.60	-15.46	25.48
-22.72	-11.87	31.10
-17.30	-7.82	35.33
-11.96	-4.60	38.36
-6.62	-2.30	40.30
-1.20	-0.83	41.58
3.31	1.38	42.41
5.06	1.93	42.69
5.98	0.55	42.78
5.70	0.00	42.78
8.10	-3.59	42.32
12.88	-6.53	41.49
16.74	-5.52	41.58
19.69	-4.78	41.22
19.96	-5.80	41.12
20.06	-6.07	40.85
20.24	-6.26	40.85
20.24	-6.44	40.85
19.87	-6.72	40.66
19.78	-6.62	40.66
19.23	-6.44	40.85
18.49	-6.35	40.76
17.02	-4.97	41.31
16.01	-5.24	41.49
15.36	-5.61	41.40
16.56	-7.54	40.76
17.76	-8.10	40.30
19.41	-9.20	39.84
21.07	-10.49	39.10
20.79	-9.20	39.65
19.87	-9.84	39.74
20.42	-8.19	40.20
20.79	-6.35	40.66
19.87	-5.15	41.03
19.23	-2.12	41.95
17.94	0.37	42.60
16.93	3.22	42.96
16.01	6.26	43.42
15.18	8.83	43.61
15.27	10.67	43.70
15.46	11.32	43.79
15.36	11.96	43.61
15.73	12.14	43.79
13.52	13.43	43.88
13.62	14.26	43.70
14.26	16.10	43.61
13.71	21.16	43.15
13.62	23.92	42.50
12.05	24.93	42.23
9.29	24.75	42.32
5.80	21.62	42.87
2.67	19.32	42.96
-1.01	20.42	42.32
-1.84	19.69	42.41
-1.20	18.12	42.60
0.28	16.93	43.06
0.09	19.04	42.60
-1.56	18.31	42.41
-3.96	16.84	42.32
-5.89	17.66	41.49
-7.18	16.56	41.49
-8.19	16.28	41.31
-9.38	15.09	40.94
-9.48	13.89	41.03
-9.02	13.62	41.31
-9.29	14.44	41.03
-8.92	14.35	41.22
-8.46	14.35	41.31
-10.03	14.54	40.76
-10.58	15.00	40.66
-10.95	15.46	40.48
-10.95	14.35	40.66
-10.40	13.34	40.76
-10.40	12.88	40.94
-9.11	12.33	41.40
-8.19	12.88	41.49
-9.29	13.98	41.31
-10.58	15.18	40.85
-10.95	15.18	40.66
-11.50	16.47	40.39
-12.51	15.73	39.84
-12.88	13.80	39.93
-11.96	11.59	40.20
-10.49	9.38	40.85
-8.19	8.28	41.40
-5.80	7.27	41.95
-2.94	9.02	42.50
-0.74	9.75	42.78
-1.75	10.40	42.69
-3.22	8.46	42.23
-5.52	7.54	41.86
-7.54	7.18	41.31
-10.30	3.40	40.39
-11.22	2.21	40.02
-10.12	1.20	40.30
-8.46	-0.55	40.66
-6.07	-1.29	41.12
-3.04	-2.39	41.58
-1.75	-3.68	41.68
0.83	-4.23	42.04
2.39	-5.89	41.77
5.24	-6.72	42.04
6.81	-7.64	41.77
8.00	-4.51	42.69
10.49	-0.74	43.33
13.06	2.30	43.70
16.38	3.50	43.42
19.14	2.94	43.15
19.04	4.42	43.15
18.22	5.80	43.24
16.10	6.07	43.42
12.24	7.18	43.70
10.49	7.54	43.79
12.97	4.78	43.52
15.27	2.94	43.24
16.01	3.22	43.15
16.93	3.40	43.06
17.94	3.31	43.06
18.31	3.31	42.87
18.49	3.50	43.06
18.86	3.13	42.87
20.33	2.02	42.41
22.82	0.46	41.95
28.98	-1.10	40.02
36.34	-2.94	37.08
42.50	-4.69	33.40
48.58	-6.53	28.43
54.00	-7.36	22.63
57.96	-8.28	15.55
60.35	-8.83	9.11
61.55	-8.46	1.66
61.55	-7.27	-4.60
60.72	-5.98	-9.11
59.89	-5.89	-11.59
59.89	-6.35	-11.41
60.08	-8.19	-9.48
60.44	-8.56	-8.00
60.72	-8.37	-7.36
60.72	-8.00	-8.56
60.90	-7.82	-8.37
60.72	-7.64	-8.83
60.81	-7.91	-8.37
60.26	-7.27	-10.86
58.51	-5.61	-15.82
56.76	-4.51	-18.86
55.57	-3.86	-20.70
53.54	-1.38	-24.01
51.61	2.58	-26.77
49.68	5.70	-29.07
47.75	8.92	-30.82
46.00	13.52	-31.83
45.72	18.31	-31.65
45.54	21.90	-31.10
44.07	24.84	-31.19
43.24	29.53	-30.54
44.34	33.76	-27.97
45.54	36.34	-25.58
45.45	39.65	-23.37
46.46	42.41	-20.33
48.02	42.87	-18.03
49.40	42.87	-16.01
50.51	42.96	-14.08
51.61	42.60	-12.79
52.81	42.04	-11.32
53.27	42.32	-10.30
53.54	42.41	-9.38
54.19	42.60	-8.28
53.91	43.79	-7.08
53.64	44.44	-6.62
53.45	45.17	-6.07
52.90	46.09	-5.52
52.44	47.01	-4.97
52.72	46.55	-5.15
52.81	46.28	-5.43
52.44	47.01	-4.97
52.26	47.20	-4.88
52.35	46.92	-5.43
52.26	46.92	-5.43
52.26	46.92	-4.88
52.72	46.74	-4.60
52.99	46.64	-3.04
54.00	45.54	-0.92
55.02	44.25	0.37
55.48	43.61	1.38
56.95	41.40	3.22
57.96	39.10	5.24
58.97	37.35	5.80
59.98	35.33	5.70
60.35	34.13	6.72
60.17	34.22	7.64
59.52	34.41	9.48
59.89	33.76	9.20
59.98	33.40	9.94
59.98	32.84	10.86
60.08	32.48	11.04
60.35	32.02	10.58
60.35	31.65	11.13
60.54	31.10	11.22
60.08	31.74	12.14
59.06	33.03	13.16
58.60	32.20	15.00
58.42	32.11	15.27
58.51	32.84	14.90
59.52	30.18	14.63
61.27	28.06	12.60
61.82	27.14	11.68
61.92	26.77	11.41
62.28	25.76	10.58
62.47	25.12	11.04
61.82	23.92	13.25
61.00	20.42	16.93
59.34	13.52	21.44
57.96	6.53	22.91
56.86	0.18	22.91
56.12	-5.43	21.80
56.95	-7.73	19.04
57.78	-9.75	16.19
57.96	-10.40	15.00
58.70	-10.58	13.34
58.97	-10.40	12.70
59.80	-9.38	11.32
61.27	-8.19	8.37
62.10	-6.72	5.24
62.93	-5.52	2.94
63.20	-4.32	1.10
63.30	-4.05	-0.09
63.39	-4.05	-0.37
63.20	-4.42	0.28
63.20	-4.42	0.37
63.20	-4.05	-0.46
63.30	-4.05	-1.10
63.39	-4.05	-1.47
63.48	-3.50	-2.48
63.39	-3.13	-4.14
62.74	-3.13	-4.14
62.74	-3.68	-5.89
62.19	-4.42	-7.54
61.82	-5.06	-8.10
61.55	-5.06	-8.74
61.09	-5.52	-9.48
60.26	-5.06	-12.05
57.59	-3.40	-18.03
53.54	-3.96	-22.63
50.88	-6.26	-24.47
45.91	-7.64	-28.24
35.14	-8.10	-34.13
26.77	-8.74	-36.80
21.80	-10.30	-37.44
17.76	-10.30	-37.44
17.76	-11.68	-37.44
15.46	-13.16	-37.17
15.27	-13.34	-37.08
16.01	-13.52	-36.80
16.74	-13.52	-36.71
17.02	-12.79	-36.89
18.03	-12.42	-36.98
19.04	-12.24	-36.89
19.60	-11.22	-37.35
21.07	-10.86	-37.08
21.53	-10.67	-37.08
20.52	-9.84	-37.54
18.77	-11.78	-37.08
14.90	-13.43	-37.08
10.58	-12.42	-37.81
7.45	-11.13	-38.27
3.68	-10.21	-38.36
-0.09	-8.83	-38.46
-3.22	-10.30	-37.54
-6.07	-10.12	-37.17
-8.28	-9.38	-36.89
-9.66	-8.28	-36.80
-10.49	-6.07	-37.17
-10.21	-4.42	-37.81
-10.12	-2.02	-38.18
-11.50	1.01	-38.18
-15.09	2.21	-37.26
-16.47	1.84	-36.52
-17.57	2.76	-36.34
-18.86	3.77	-35.70
-17.39	6.07	-36.52
-15.00	9.84	-37.35
-15.18	12.79	-37.17
-13.89	12.79	-37.63
-12.05	14.08	-38.18
-12.51	15.18	-37.90
-12.97	15.92	-37.72
-13.89	16.93	-37.35
-15.18	16.47	-36.98
-15.73	16.47	-36.89
-14.90	19.69	-36.71
-13.34	21.80	-37.08
-11.68	23.83	-37.17
-11.04	27.51	-36.25
-10.40	28.24	-36.25
-9.20	27.97	-36.52
-7.91	28.80	-36.80
-7.36	30.27	-36.34
-7.82	31.00	-36.06
-7.36	30.82	-36.06
-5.61	29.99	-36.89
-4.60	29.62	-37.17
-3.68	29.99	-37.17
-1.01	30.18	-37.54
-0.18	30.54	-37.44
0.46	30.36	-37.63
2.48	27.97	-38.36
4.60	24.29	-39.47
7.73	21.16	-40.30
9.57	17.57	-40.57
9.94	18.31	-40.66
11.59	19.41	-40.48
15.36	20.42	-40.11
17.48	20.15	-39.93
19.14	18.58	-40.11
19.78	17.02	-40.11
20.33	15.46	-40.30
20.06	12.24	-40.48
19.14	9.02	-40.57
19.78	6.72	-40.66
22.45	5.15	-40.02
23.83	2.30	-39.38
23.18	-2.94	-38.46
22.63	-8.37	-37.44
22.36	-10.21	-36.89
21.80	-11.68	-36.25
20.98	-14.72	-35.33
21.62	-15.55	-34.78
21.07	-17.94	-33.86
20.79	-22.08	-31.65
20.70	-23.28	-31.10
19.04	-23.74	-31.00
17.30	-23.83	-31.19
16.19	-23.92	-31.37
15.46	-23.28	-31.74
14.90	-23.55	-31.74
14.54	-23.37	-31.92
14.35	-22.26	-32.57
14.08	-20.42	-33.49
14.17	-19.14	-34.13
14.08	-18.40	-34.59
14.54	-16.84	-35.14
14.81	-15.92	-35.51
14.90	-17.11	-34.96
12.05	-18.40	-34.59
9.94	-18.86	-34.41
3.13	-21.71	-32.57
-5.43	-20.15	-32.11
-9.11	-19.23	-31.65
-14.54	-17.39	-30.54
-20.24	-14.72	-29.16
-24.93	-13.16	-26.96
-28.34	-12.51	-24.66
-30.18	-13.71	-22.36
-32.57	-15.64	-18.58
-35.60	-15.92	-13.89
-39.01	-14.35	-9.02
-41.77	-11.68	-0.55
-41.12	-11.41	8.28
-39.01	-12.05	14.08
-37.81	-11.22	17.20
-37.35	-9.94	18.86
-36.89	-9.29	20.06
-35.51	-10.40	21.53
-34.50	-8.74	23.64
-33.86	-8.74	24.29
-33.58	-10.21	24.01
-32.66	-12.79	23.55
-32.38	-14.44	22.82
-32.29	-15.82	21.99
-31.46	-17.66	21.71
-30.18	-19.04	22.08
-29.72	-19.32	22.17
-30.08	-19.14	22.17
-30.36	-18.49	22.17
-30.45	-17.85	22.45
-30.27	-17.11	23.18
-29.90	-16.28	24.10
-29.07	-15.18	25.58
-27.60	-12.60	28.06
-25.58	-9.57	30.82
-22.72	-7.54	33.40
-19.32	-5.80	35.79
-13.52	-4.23	38.18
-8.74	-3.59	40.02
-2.76	-4.42	41.12
2.58	-5.98	41.40
6.44	-7.36	41.58
9.57	-9.57	40.94
13.25	-11.59	40.11
14.81	-11.96	39.93
14.26	-12.33	39.93
13.25	-12.33	40.11
13.98	-11.68	40.39
14.35	-10.30	40.85
13.71	-8.19	41.58
13.71	-6.07	42.04
14.44	-4.88	42.32
14.17	-5.24	42.14
12.88	-6.26	41.95
11.78	-7.73	41.86
11.04	-9.94	41.22
10.67	-11.78	40.57
11.22	-13.52	39.84
11.41	-14.26	39.74
11.13	-13.71	40.02
10.86	-11.87	40.57
10.03	-9.20	41.58
9.66	-5.80	42.23
9.94	-2.12	42.96
9.66	2.30	43.42
7.73	8.28	43.79
6.44	16.10	43.24
8.19	24.20	42.04
9.29	30.36	40.30
9.84	35.88	38.36
11.50	40.20	36.25
13.62	44.80	33.58
15.27	48.85	30.45
15.64	52.62	26.96
15.55	55.66	23.74
15.36	58.24	20.33
15.82	60.17	16.84
15.64	61.92	13.71
15.18	62.93	11.68
14.26	63.48	10.40
12.70	64.31	8.28
11.59	64.95	5.52
11.68	65.04	4.14
13.43	65.41	1.93
15.55	65.23	-1.75
15.36	64.95	-4.97
14.63	64.12	-8.37
13.71	63.02	-12.05
12.33	61.27	-16.10
10.76	59.71	-18.49
9.11	56.67	-22.91
4.97	53.54	-26.04
2.67	49.59	-29.16
1.01	46.74	-31.00
0.09	43.79	-32.84
0.18	41.49	-33.95
-0.55	38.00	-35.60
-2.02	32.66	-37.63
-1.47	27.97	-39.19
-0.18	24.56	-40.02
1.01	22.08	-40.66
2.48	18.95	-41.40
6.26	15.82	-42.04
10.12	10.49	-42.23
12.14	4.88	-42.04
13.43	0.37	-41.58
14.63	-4.05	-40.66
16.10	-7.91	-39.74
16.65	-10.67	-38.92
16.19	-15.18	-37.17
16.10	-20.06	-35.05
15.82	-23.28	-33.40
14.63	-27.14	-30.91
14.08	-31.28	-27.78
13.71	-35.05	-24.01
12.33	-38.73	-19.69
10.76	-41.40	-15.27
10.12	-43.52	-10.95
9.57	-44.80	-6.44
9.11	-45.36	-2.39
9.57	-45.72	0.74
10.40	-45.63	3.59
10.86	-44.99	7.18
10.86	-44.16	10.95
10.67	-42.96	14.35
10.58	-41.58	17.02
10.21	-41.12	18.31
9.57	-39.65	20.61
7.54	-37.54	23.55
5.61	-33.58	27.88
2.67	-26.50	33.30
-3.31	-16.93	37.35
-12.05	-7.18	38.36
-17.11	3.86	38.09
-18.12	13.43	37.44
-16.65	14.72	38.09
-15.00	15.27	38.64
-13.25	13.71	39.38
-10.49	11.32	40.48
-7.36	8.37	41.40
-5.70	3.68	41.77
-2.02	1.38	42.23
-0.74	-0.55	42.14
-1.56	-2.30	41.95
-1.66	-3.77	41.77
-0.74	-4.97	41.68
0.18	-5.61	41.68
0.83	-5.43	41.77
2.39	-4.60	42.23
3.96	-4.88	42.14
5.52	-6.07	42.14
8.00	-6.07	42.23
12.14	-5.61	42.32
19.50	-7.18	41.40
26.96	-7.91	39.56
29.72	-7.45	38.82
30.64	-6.72	38.92
30.27	-5.89	39.19
29.16	-4.78	39.74
29.35	-4.42	39.84
31.28	-1.29	39.84
31.56	-0.83	39.74
32.38	1.20	39.93
32.38	3.50	40.30
31.83	5.43	40.57
30.82	7.27	40.94
28.98	9.38	41.49
27.69	10.12	41.86
27.69	9.20	42.14
27.14	9.48	42.04
27.51	8.83	41.86
28.43	7.82	41.58
29.35	7.91	41.49
29.62	7.64	41.49
28.70	9.29	41.86
26.50	12.33	42.50
23.64	14.17	42.96
23.09	15.82	42.96
23.28	20.52	42.32
22.45	24.75	41.77
20.15	28.89	40.85
18.86	31.83	40.20
19.41	31.37	40.20
23.18	28.34	40.48
25.12	28.24	40.20
13.62	40.48	36.62
9.75	38.73	37.63
7.36	37.44	38.18
7.91	41.68	35.97
8.10	49.13	31.00
10.03	51.70	28.52
12.88	53.54	26.68
13.25	55.94	24.01
14.08	56.49	23.09
15.64	57.59	21.53
17.20	58.51	19.60
18.68	59.80	16.93
19.41	61.18	13.80
19.69	62.47	10.30
20.88	63.20	5.52
22.08	63.39	0.83
23.92	62.84	-3.13
24.93	61.64	-7.73
24.93	59.52	-13.71
25.85	57.13	-17.66
26.31	55.57	-19.87
27.97	52.44	-22.91
29.44	49.13	-25.85
29.90	46.28	-27.69
31.28	42.87	-29.81
31.74	37.90	-32.38
32.57	32.84	-34.22
33.30	29.53	-34.96
33.30	23.09	-36.71
28.24	18.40	-38.92
27.97	17.85	-39.01
29.07	17.76	-38.82
28.80	16.47	-38.92
29.62	14.08	-38.64
31.00	11.59	-38.18
32.20	8.46	-37.72
33.49	5.43	-37.08
32.57	2.02	-36.98
34.13	0.18	-35.97
36.25	-2.39	-34.41
36.16	-6.99	-33.30
34.87	-12.97	-31.83
33.30	-17.57	-30.27
32.20	-21.62	-28.24
31.74	-25.94	-25.48
31.00	-28.80	-23.18
29.99	-32.84	-19.60
28.89	-36.52	-14.81
27.78	-38.64	-11.87
26.50	-40.39	-7.82
25.39	-41.86	-2.94
25.39	-42.41	0.83
24.66	-42.60	5.06
24.01	-42.14	9.57
24.20	-41.31	12.60
24.01	-40.11	15.64
23.09	-38.73	18.86
22.54	-36.98	22.26
22.17	-34.13	25.58
21.25	-31.46	28.80
19.78	-28.15	31.74
18.68	-24.38	34.50
17.76	-20.79	36.71
16.47	-18.58	38.18
15.64	-15.82	39.38
15.36	-12.33	40.57
15.18	-10.95	40.94
14.72	-11.50	40.85
14.35	-13.25	40.20
14.72	-14.90	39.38
15.36	-16.38	38.92
15.36	-16.01	38.92
15.46	-15.18	39.19
13.98	-14.54	39.47
10.58	-14.63	39.65
5.98	-13.89	39.74
2.39	-11.68	40.20
0.55	-9.48	40.66
-0.09	-6.90	41.31
0.18	-5.06	41.77
-0.28	-4.42	41.77
-0.37	-3.77	42.04
-0.09	-3.22	42.23
0.74	-2.94	42.32
1.29	-3.50	42.50
2.21	-4.69	42.41
2.85	-5.61	42.14
3.59	-6.26	41.95
4.05	-5.89	42.14
4.60	-6.44	42.04
4.23	-7.36	41.77
3.96	-7.08	41.86
3.86	-7.08	41.77
3.40	-7.45	41.58
1.93	-7.64	41.40
0.83	-7.64	41.31
-0.37	-7.45	41.12
-2.30	-7.45	40.94
-6.07	-8.28	39.74
-12.14	-9.20	37.81
-19.04	-11.41	34.04
-25.76	-13.52	29.16
-32.29	-14.90	22.63
-37.35	-15.46	14.44
-39.28	-16.38	6.26
-39.47	-16.84	-2.30
-36.80	-15.27	-13.25
-32.75	-12.60	-21.16
-27.97	-10.49	-26.77
-21.34	-7.64	-32.11
-15.46	-6.26	-35.14
-10.58	-5.34	-36.98
-5.98	-4.97	-38.36
-2.94	-4.51	-39.01
-0.55	-4.78	-39.38
1.56	-4.97	-39.56
3.22	-5.06	-39.84
5.34	-5.24	-39.84
8.65	-5.15	-40.02
12.24	-4.69	-40.20
15.55	-3.50	-40.11
18.77	-1.93	-39.93
22.91	-0.18	-39.38
30.18	0.28	-37.72
34.78	2.02	-36.25
40.39	5.89	-34.13
48.48	9.84	-29.07
54.83	11.04	-23.37
58.51	10.86	-18.58
61.46	8.74	-12.79
63.48	5.70	-6.16
64.03	3.77	-0.37
63.30	0.74	5.52
61.82	-1.38	10.40
60.63	-2.02	12.97
59.43	-2.94	15.55
57.41	-4.05	18.68
55.57	-7.45	19.50
54.10	-11.41	19.41
52.99	-11.87	20.42
48.39	-9.84	26.96
44.71	-8.46	30.54
42.14	-10.21	31.74
38.92	-11.87	32.94
34.96	-13.52	34.22
31.37	-15.00	35.24
27.32	-15.46	36.43
23.64	-16.47	37.08
19.69	-17.20	37.72
16.74	-16.28	38.36
14.90	-15.46	39.10
13.62	-16.19	38.82
12.14	-17.02	38.46
10.21	-18.40	37.90
9.75	-20.24	37.08
8.37	-22.91	35.70
7.18	-24.93	34.50
6.53	-25.58	33.95
6.53	-25.48	34.13
5.80	-25.12	34.32
5.15	-24.56	34.41
4.51	-24.47	34.50
3.31	-23.74	34.87
2.94	-23.28	35.05
2.12	-22.72	35.33
1.29	-21.34	36.06
0.46	-20.98	36.06
0.74	-20.98	36.06
0.64	-20.98	36.06
-0.18	-20.33	36.25
-1.75	-19.23	36.52
-1.66	-18.03	37.17
-1.20	-17.66	37.26
-0.09	-17.94	37.54
0.37	-17.94	37.44
1.29	-18.22	37.44
1.75	-18.12	37.63
1.66	-17.94	37.81
2.12	-17.94	37.81
3.04	-18.03	37.90
3.50	-18.31	38.00
3.96	-18.40	38.18
4.42	-18.49	38.00
4.42	-18.31	38.00
4.32	-18.12	38.09
4.69	-17.85	38.09
5.06	-17.76	38.18
5.15	-17.57	38.27
5.34	-17.39	38.18
5.24	-17.57	38.18
5.34	-17.94	38.27
5.52	-17.94	38.09
5.52	-18.12	38.00
5.80	-18.12	37.81
6.07	-18.49	37.72
6.26	-18.86	37.54
6.07	-18.95	37.44
6.16	-19.23	37.44
6.07	-19.32	37.17
5.70	-19.04	37.26
5.89	-19.04	37.35
5.89	-19.23	37.44
5.34	-18.95	37.44
4.60	-18.77	37.35
3.86	-18.77	37.63
3.50	-18.31	37.63
3.04	-18.40	37.63
3.04	-18.58	37.54
3.13	-18.58	37.54
3.40	-18.77	37.54
3.50	-18.95	37.44
3.59	-18.86	37.54
3.77	-19.23	37.72
3.59	-19.50	37.54
3.86	-19.41	37.54
